productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
399223,Curvy Jeggings HW Ankle,272,Trousers,Garment Lower body,1016,Trousers Denim,"Jeggings in washed, superstretch denim with a high waist, fake front pockets, real back pockets and skinny legs."
399256,Skinny Ankle R.W Brooklyn,272,Trousers,Garment Lower body,1016,Trousers Denim,"Ankle-length jeans in washed stretch denim with a regular waist, fake front pockets, real back pockets and skinny legs."
400285,Straight R.W,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button, and straight legs."
400319,Boyfriend L.W.,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket, low-rise jeans in washed denim with hard-worn details, a button fly and slightly wider, tapered legs."
400342,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket, low-rise jeans in washed stretch denim with slim legs. The jeans are made partly from recycled cotton."
400456,LS Body Solid 2PACK,256,Bodysuit,Garment Upper body,1002,Jersey Basic,"Long-sleeved bodysuits in soft, ribbed, organic cotton jersey with press-studs on one shoulder and at the crotch."
400901,KNEE HIGH SOCK,302,Socks,Socks & Tights,1017,"Under-, Nightwear",Knee-socks in a fine-knit cotton blend.
401044,Cora Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in a washed viscose weave with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem. Slightly longer at the back."
403448,GREG 2-p tanktop BB,253,Vest top,Garment Upper body,1002,Jersey Basic,Soft jersey vest tops.
403490,ELIAS basic V-neck BB 2-p,255,T-shirt,Garment Upper body,1002,Jersey Basic,V-neck T-shirts in organic cotton jersey.
405887,NORA,252,Sweater,Garment Upper body,1002,Jersey Basic,Top in printed cotton jersey with long sleeves and ribbing at the cuffs and hem. Slightly longer at the back.
406724,Sunglasses Hendrix,81,Sunglasses,Accessories,1019,Accessories,"Sunglasses with metal and plastic frames and tinted, UV-protective lenses."
407653,Basic 9-pk studs,70,Earring,Accessories,1019,Accessories,Metal studs of various sizes. Some pairs with a faceted glass bead and some with plastic beads. Size from 0.3 to 0.9 cm.
407663,Class Jacob studpk,70,Earring,Accessories,1019,Accessories,Round earrings in metal painted in various colours.
408104,TD Roger eller TD Poplin 29 by,259,Shirt,Garment Upper body,1011,Shirts,"Shirt in premium cotton with a narrow turn-down collar and French front. Long sleeves, narrow cuffs with adjustable buttoning, a yoke at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
408649,Fun Chenille 2p Lounge sock,302,Socks,Socks & Tights,1021,Socks and Tights,Fine-knit socks in soft chenille with elasticated tops.
408664,X-mas 2p Heavy Socks,302,Socks,Socks & Tights,1021,Socks and Tights,Socks in a soft jacquard knit containing some wool.
408875,Goldie tank top,253,Vest top,Garment Upper body,1002,Jersey Basic,"Cropped top in soft, ribbed jersey with a V-neck, straight cut at the back and narrow shoulder straps."
410549,Riga PJ,297,Pyjama set,Nightwear,1017,"Under-, Nightwear",Pyjamas in cotton jersey. Long-sleeved top with a motif. Bottoms with an elasticated waist and ribbed hems.
411413,Brooke raw cut ss,255,T-shirt,Garment Upper body,1002,Jersey Basic,Cropped T-shirt in jersey with a chest pocket and short sleeves with sewn-in turn-ups.
411569,Tie Basic Solid Conscious,82,Tie,Accessories,1019,Accessories,Narrow tie in a satin weave. Width 5 cm.
412031,Skinny denim 5 pkt panel,272,Trousers,Garment Lower body,1009,Trousers,"Low-rise jeans in washed stretch denim with a brushed finish, with front and back pockets and skinny legs with seams and raw, frayed details at the knees."
413707,Fancy Leggings,273,Leggings/Tights,Garment Lower body,1009,Trousers,Leggings in stretch jersey with an elasticated waist.
414102,Mikael Glove,71,Gloves,Accessories,1019,Accessories,Gloves in a felted wool blend with ribbing at the top and an adjustable tab with press-studs. Fleece lining.
416157,Bruce skinny,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket trousers in washed, slightly stretchy twill with a regular waist, zip fly and skinny legs. Skinny fit."
417088,Jacket Trucker,262,Jacket,Garment Upper body,1016,Trousers Denim,"Long jacket in washed denim with a collar, buttons down the front, flap chest pockets with a button and side pockets. 3/4-length sleeves with buttons at the cuffs, and an adjustable tab and button at the sides of the hem."
417951,Support 20 den 1p tights,304,Underwear Tights,Socks & Tights,1021,Socks and Tights,"Semi shiny tights that shape the tummy, thighs and calves while also encouraging blood circulation in the legs. Elasticated waist. 20 denier."
424468,Furno Tights,272,Trousers,Garment Lower body,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with an elasticated waist and reflective details. Brushed thermal inside.
425217,Leila sarong (1),78,Other accessories,Accessories,1018,Swimwear,Sarong in an airy weave. Size 140x150 cm.
426013,Vintage Ankle H.W,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket ankle-length jeans in washed denim with worn details, a high waist, low crotch, button fly and straight legs."
426019,Dungaree Alicia,268,Dungarees,Garment Full body,1016,Trousers Denim,"Dungarees in washed denim with hard-worn details. Adjustable straps, a chest pocket, front and back pockets, buttons at the sides and tapered legs."
426199,Ellen Shortie Daisy Low 3p,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",
426541,Morgan Leggings,273,Leggings/Tights,Garment Lower body,1009,Trousers,Leggings in cotton jersey with an elasticated waist.
427159,Skinny 5pkt Premiumprice 1,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, button fly and skinny legs."
428071,Ophelia L/S,254,Top,Garment Upper body,1002,Jersey Basic,Fitted off-the-shoulder top in ribbed jersey with elastication around the top and long sleeves.
428291,Tigra knitted headband,75,Hat/beanie,Accessories,1019,Accessories,Knitted headband containing some mohair with a wrapover detail at the front.
428454,Omega bag,66,Bag,Accessories,1019,Accessories,"Imitation suede shopper with a lower section in imitation leather. Handle and magnetic fastener at the top and a detachable, adjustable shoulder strap. Lined. Size 37.5x39 cm."
429313,Charlotte SP Andes,306,Bra,Underwear,1017,"Under-, Nightwear","Super push-up lace bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
429322,Charlotte SP N-Slip Andes,293,Night gown,Nightwear,1017,"Under-, Nightwear","Negligee in lace and mesh with an integral super push-up bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
432566,Net Tight,304,Underwear Tights,Socks & Tights,1021,Socks and Tights,Fishnet tights with an elasticated waist.
433444,Sara s/s 2-pack,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Fitted tops in soft jersey with short sleeves and gathers in the sides for best fit over the tummy. The cotton content of the tops is organic.
436083,Adhesive Bra,306,Bra,Underwear,1017,"Under-, Nightwear",Bra with self-adhesive cups and no shoulder straps or back making it perfect for wearing under strapless or backless garments. Front fastening. Can be washed and reused.
436261,Control Top 30 den 1p Tights,273,Leggings/Tights,Garment Lower body,1021,Socks and Tights,Control-top tights that shape the tummy and bum. 30 denier.
436570,Moscow Cross Bag,66,Bag,Accessories,1019,Accessories,"Small shoulder bag in grained imitation leather with a narrow, detachable shoulder strap, flap with a magnetic fastener, and two inner compartments. Lined. Size 15x20 cm."
437783,FOLKE funnelneck hoodie BB,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Top in sweatshirt fabric made from an organic cotton blend with a funnel collar, kangaroo pocket, long raglan sleeves and ribbing at the cuffs and hem."
439793,Jordan,255,T-shirt,Garment Upper body,1005,Jersey Fancy,T-shirt in soft viscose jersey with a deep neckline at the front and a chest pocket.
440811,Lydon Cardigan,245,Cardigan,Garment Upper body,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a hood, side pockets and raw edges. No fasteners."
441386,Jonte Slim Jogger 24.99:-,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Joggers in sweatshirt fabric with an elasticated drawstring waist, zipped side pockets, a low crotch and tapered legs with seams at the knees and ribbed hems."
442786,Issa shorts,274,Shorts,Garment Lower body,1009,Trousers,"Shorts in washed stretch denim with a fake fly, fake front pockets, back pockets and slim legs with sewn-in turn-ups at the hems. Wide ribbing at the waist for optimum comfort."
442915,Dina,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Joggers in lightweight sweatshirt fabric with a wide panel at the top, side pockets and fold-down cuffs at the hems."
443262,Frank Tank,253,Vest top,Garment Upper body,1002,Jersey Basic,Vest top in cotton jersey with a chest pocket.
443696,DENZEL basic OH BB,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with a lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
443860,Polo S/S Highline TVP,257,Polo shirt,Garment Upper body,1003,Knitwear,"Fine-knit polo shirt in a silk and cotton blend with a button placket and ribbing at the collar, cuffs and hem."
444325,Tiffany dress,265,Dress,Garment Full body,1002,Jersey Basic,"Short, fitted dress in ribbed viscose jersey with a turtle neck and long sleeves."
445419,Leon tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"Top in soft, airy modal jersey with a low-cut back and short sleeves."
445865,Dungaree Dress,268,Dungarees,Garment Full body,1016,Trousers Denim,"Dungaree dress in washed denim with hard-worn details and adjustable straps with metal fasteners. Chest pocket, front and back pockets, and buttons at the sides. Fake fly and a raw-edge, frayed hem."
446224,Maja Cardigan,245,Cardigan,Garment Upper body,1003,Knitwear,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
447201,Werter 5-p shaftless SB,302,Socks,Socks & Tights,1021,Socks and Tights,Fine-knit trainer socks with an embroidered motif and elasticated tops.
448262,Roll up tee (1),255,T-shirt,Garment Upper body,1005,Jersey Fancy,T-shirt in printed cotton jersey with a chest pocket and sewn-in turn-ups on the sleeves.
448509,Perrie Slim Mom Denim TRS,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems."
448515,Kendall RW Denim TRS,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and skinny legs."
449263,Zero Tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"T-shirt in soft jersey with a slightly wider, raw-edge neckline, seam centre back and short, raw-edged sleeves. Slightly longer and rounded at the back."
449897,Slim 5pkt,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket jeans in washed stretch denim with a regular waist, button fly and slim legs."
450056,SUPREME cropped,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,3/4-length sports tights in fast-drying functional fabric with wide ribbing and a concealed key pocket in the waistband.
451290,Oz SF skinny fit blazer,264,Blazer,Garment Upper body,1008,Dressed,"Single-breasted jacket in a stretch weave containing some wool with narrow notch lapels, a decorative buttonhole and a fastening with two buttons at the front. Chest pocket, flap front pockets and two inner pockets, one with a button. Decorative buttons at the cuffs and a single back vent. Lined. Skinny Fit – a slightly shorter style that shapes in at the chest and tapers sharply at the waist. This combined with narrow shoulders and sleeves creates a completely fitted silhouette."
451380,Bruce denim,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and skinny legs."
451744,Joel straw shopper,66,Bag,Accessories,1019,Accessories,"Shopper in paper straw with two imitation leather handles and a zip at the top. Two inner compartments, one with a zip. Lined. Depth 17 cm. Height 38 cm. Width 38 cm."
452516,Oz trousers,272,Trousers,Garment Lower body,1009,Trousers,"Suit trousers in a stretch weave containing some wool with an extended waistband with a concealed hook-and-eye fastener and zip fly with a button. Diagonal side pockets, welt back pockets and legs with creases. Skinny fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette. For the matching jacket, search on 0451290."
452616,SIVAN 2 PACK,307,Kids Underwear top,Underwear,1017,"Under-, Nightwear","Crop tops in cotton jersey with narrow, adjustable shoulder straps."
452618,Clean Edge 60 den 1p Leggings,304,Underwear Tights,Socks & Tights,1021,Socks and Tights,Leggings with an elasticated waist and smooth trim with overlocked seams at the hems. 60 denier.
452818,5pk basic R socks,302,Socks,Socks & Tights,1021,Socks and Tights,Fine-knit socks in a cotton blend with elasticated tops.
453065,Eivor 7-p shaftless,302,Socks,Socks & Tights,1021,Socks and Tights,Fine-knit trainer socks with elasticated tops.
453239,SLIM FIT: BASIC,272,Trousers,Garment Lower body,1006,Woven/Jersey/Knitted mix Baby,"5-pocket jeans in soft, washed stretch denim with an adjustable elasticated waist, fly with a press-stud and slim legs."
